Dates,ABE.MC.Adjusted,ANA.MC.Adjusted,ACX.MC.Adjusted,ACS.MC.Adjusted,AENA.MC.Adjusted,AMS.MC.Adjusted,MTS.MC.Adjusted,COL.MC.Adjusted,SAB.MC.Adjusted,SAN.MC.Adjusted,BKIA.MC.Adjusted,BKT.MC.Adjusted,BBVA.MC.Adjusted,CABK.MC.Adjusted,CLNX.MC.Adjusted,DIA.MC.Adjusted,ENG.MC.Adjusted,ELE.MC.Adjusted,FER.MC.Adjusted,SGRE.MC.Adjusted,GAS.MC.Adjusted,GRF.MC.Adjusted,IBE.MC.Adjusted,ITX.MC.Adjusted,IDR.MC.Adjusted,IAG.MC.Adjusted,MAP.MC.Adjusted,TL5.MC.Adjusted,MEL.MC.Adjusted,MRL.MC.Adjusted,REE.MC.Adjusted,REP.MC.Adjusted,TRE.MC.Adjusted,TEF.MC.Adjusted,VIS.MC.Adjusted
2013-03-28,9.721773,32.436241,6.239769,14.090938,NA,18.741917,19.866085000000002,2.314827,0.928802,3.530046,7.667659,2.143872,5.023834,2.063851,NA,4.464488,12.532909,11.257237,10.108124,2.09533,9.530146,12.964822,2.918615,16.322687,8.757571,2.618451,1.783885,4.813025,5.08288,NA,3.417814,12.243127,29.918352,7.173158,34.197563
2013-04-02,9.899769,32.794693,6.267848,14.234131,NA,18.995361,18.988646,2.389325,0.927505,3.628366,8.829423,2.181956,5.139717,2.110756,NA,4.692015,12.722645,11.182122,10.279588,2.157838,9.764775,13.132903,2.984491,16.46476,8.804654,2.677803,1.823838,4.935048,5.08288,NA,3.287197,12.552102,29.791489,7.2518,34.260269
2013-04-03,9.805761,33.080696,6.185171,13.541389,NA,18.924221,19.00831,2.282897,0.908695,3.521967,9.10825,2.180821,5.003778,2.071668,NA,4.641545,12.619151,11.113834,10.246927,2.246757,9.581902,13.119458,2.920222,16.520016,8.691652,2.618451,1.775746,4.972857,5.183579,NA,3.297211,12.25085,30.478987,7.080826,34.143223
2013-04-04,9.683937,33.252296,6.174251,13.433025,NA,18.652988,18.759867,2.293534,0.908051,3.497723,8.875898,2.029068,4.959949,2.062287,NA,4.658092,12.408717,11.062619,10.030558,2.192173,9.664712,12.597279,2.935486,16.212191,8.870571,2.603613,1.759468,4.86888,5.164398,NA,3.249318,12.243127,30.073851,7.097908,33.750294
2013-04-05,9.603998,33.111202,6.20077,13.378845,NA,18.515142,18.221527,2.219037,0.909633,3.489644,8.922372,1.98644,4.924293,2.036489,NA,4.470279,12.243132,11.014817,9.944828,2.121742,9.499089,12.146813999999999,2.994935,15.951715,8.805595,2.413339,1.750589,4.686705,5.159604,NA,3.221019,12.328095,29.644171,7.09113,33.520386
2013-04-08,9.626859,33.145523,6.20077,13.235654,NA,18.590731,18.339888,2.261604,0.909633,3.498394,8.829423,1.996165,4.923536,2.016163,NA,4.567081,12.432865,10.997745,9.977486,2.117339,9.661262,12.438159,2.958783,15.935933,8.667171,2.388027,1.721733,4.628272,5.178784,NA,3.255413,12.393751,29.746471,7.097908,33.934219
2013-04-09,9.630617,33.900562,6.221049,13.506557,NA,18.657434,18.955133,2.298858,0.919459,3.534086,9.294135,2.037571,5.054438,2.038052,NA,4.59604,12.532909,11.083103,9.887671,2.195694,9.833782,12.292488,3.008592,15.746501,8.794295,2.431668,1.785364,4.597336,5.226735,NA,3.271523,12.768385,29.844687,7.176548,33.440971
2013-04-10,9.900888,36.15424,6.239769,13.959357,NA,18.999807,18.929466,2.336111,0.981014,3.714559,9.294135,2.16438,5.27084,2.134991,NA,4.663057,12.853735,11.547461,10.124454,2.387619,10.209884,12.261111,3.148377,15.757549,9.087156,2.566082,1.88451,4.759747,5.255507,NA,3.420862,13.077357,31.154202,7.385149,34.076344
2013-04-11,10.003688,35.444962,6.171131,14.025148,NA,18.870865,18.673082,2.309504,0.983633,3.729375,9.061784,2.12815,5.290514,2.131864,NA,4.724282,12.853735,11.274309,10.328575,2.412271,9.971801,12.751916,3.135523,15.888574,9.140832,2.583538,1.899308,5.018401,5.365795,NA,3.377758,13.108257,31.739395,7.385149,34.410751
2013-04-12,10.060764,35.822487,6.083774,14.040628,NA,19.093184,18.412825,2.330788,0.954165,3.634862,8.597073,2.098819,5.164909,2.063851,NA,4.71849,13.005523,11.301624,10.43472,2.421955,10.006307,12.639861,3.118653,15.967503,9.153074,2.489274,1.9511,4.956531,5.34182,NA,3.328124,13.031013,31.289248,7.347521,34.427479
2013-04-15,10.053169,35.795792,6.054136,13.862603,NA,19.115419,17.789736,2.336111,0.948268,3.635552,8.597073,2.133325,5.144478,2.013818,NA,4.660574,13.091764,11.315283,10.348989,2.436041,10.064964,12.832596,3.118653,15.904359,9.034423,2.557354,1.942222,4.915283,5.34182,NA,3.318981,12.845627,31.510229,7.320134,33.750294
2013-04-16,9.950369,35.235233,6.009677,13.792944,NA,18.897539,17.760195,2.330788,0.956134,3.626547,8.643547,2.139364,5.13994,2.059942,NA,4.634926,13.029671,11.287968,10.259173,2.393782,9.971801,12.8057,3.076878,15.550752,8.939314,2.531169,1.918545,4.812165,5.37059,NA,3.293728,12.733624,31.338354,7.241564,33.808819
2013-04-17,9.782897,34.644165,5.887222,13.522038,NA,18.790825,17.16074,2.304181,0.944999,3.568377,7.992958,2.081566,5.092271,2.036489,NA,4.51082,12.977926,11.069447,10.140783,2.305743,9.96835,12.516597,2.998148,14.916158,8.67282,2.560845,1.862313,4.850834,5.241121,NA,3.23974,12.420787,30.519913,7.152617,33.227779
2013-04-18,10.018878,33.320938,6.029176,13.692321,NA,18.964241,17.018745,2.277574,0.945649,3.580149,8.085896,2.050512,5.089243,2.03258,NA,4.610932,13.150414,11.171878,10.05097,2.308384,9.985603,12.834837,3.012609,14.657269,8.654928,2.511967,1.914845,4.84482,5.236326,NA,3.265428,12.517342,30.10659,7.162923,33.206879
2013-04-19,10.034144,33.088318,6.108734,13.920655,NA,19.062059,17.308643,2.277574,0.954165,3.620316,7.90001,2.133325,5.167936,2.049779,NA,4.786335,13.122813,11.14115,9.936662,2.311026,10.10637,12.792256,3.03912,15.30765,8.743445,2.573064,1.918545,4.993481,5.236326,NA,3.274135,12.598448,29.906071,7.234716,32.839024
2013-04-22,10.266364,33.83955,6.099374,14.234131,NA,19.271042,17.277067,2.336111,0.96595,3.673635,6.505895,2.256683,5.229981,2.089649,NA,4.833495,13.222857,11.206022,10.05097,2.368251,10.196081,13.047742,3.114636,15.315544,9.008998,2.611468,1.969597,5.022697,5.260302,NA,3.285456,12.922871,29.910158,7.326981,33.06057
2013-04-23,10.582281,35.250484,6.091574,14.702409,NA,19.448906,17.860735,2.634111,1.018998,3.86338,5.90177,2.343811,5.482703,2.185024,NA,4.89472,13.836911,11.240166,10.157113,2.45629,10.692945,13.303226,3.197382,15.718086,9.102223,2.755483,2.02509,5.118082,5.226735,NA,3.300259,13.139154,30.082041,7.48087,33.466049
2013-04-24,10.696431,36.081791,6.293587,14.729502,NA,19.613428,18.43055,2.517037,1.015729,3.893154,5.855306,2.313618,5.547019,2.188933,NA,4.888101,13.999049,11.445028,10.308165,2.45629,10.896523,13.307711,3.246387,15.872791,9.283025,2.837528,2.026569,5.112926,5.217145,NA,3.44089,13.48675,30.22117,7.610761,33.532936
2013-04-25,10.726968,36.676674,6.298266,14.845602,NA,19.604527,18.846651,2.586221,1.018348,3.801746,6.352541,2.32052,5.525075,2.188933,NA,4.840113,13.9818,11.670379,10.283669,2.570741,11.072496,13.370461,3.245584,15.967503,9.647452,2.852366,2.019171,5.068241,5.217145,NA,3.458742,13.479027,30.208897,7.600525,32.487904
2013-04-26,10.464292,36.745316,6.278768,14.810771,NA,19.63121,18.282648,2.692649,1.027514,3.749117,5.78095,2.309305,5.447896,2.188933,NA,4.864108,13.674771,11.632822,10.389813,2.584827,10.868919,13.352531,3.216663,15.983287,9.487368,2.854112,2.02435,5.022697,5.226735,NA,3.463965,13.374746,30.327572,7.511649,32.512985
2013-04-29,10.639355,37.885494,6.361444,15.073939,NA,19.831303,18.726355,2.628788,1.044538,3.846758,5.251182,2.381768,5.613604,2.198313,NA,4.897202,13.978351,11.779638,10.487792,2.663182,10.879271,13.572161,3.287359,16.141151,9.68512,2.835783,2.063565,5.087146,5.466494,NA,3.52405,13.714619,30.045204,7.624454,33.039684
2013-04-30,10.795475,37.942699,6.378604,15.112637,NA,19.933571,18.30047,2.532997,1.034062,3.802444,15.246754,2.41196,5.576527,2.197532,NA,4.873209,13.957653,11.769398,10.259173,2.615641,10.972431,13.657323,3.285752,16.109575,9.614494,2.793014,2.060605,5.122378,5.394567,NA,3.517083,13.749377,30.094307,7.617607,32.97279
2013-05-02,10.677405,37.126648,6.325565,15.085544,NA,20.009161,18.562666,2.554291,1.014419,3.794825,19.481539,2.466307,5.576527,2.177206,NA,4.859143,14.005948,11.779638,10.287752,2.598913,11.02764,13.493723,3.308246,16.78533,9.529743,2.846256,2.09316,5.332051,5.217145,NA,3.514018,13.675999,30.073851,7.644998,33.206879
2013-05-03,10.799232,38.430809000000004,6.384064,15.294534,NA,19.946913,19.002399,2.660718,1.023586,3.866844,23.632469,2.492186,5.672623,2.196751,NA,4.889756,14.161185,11.902558,10.500039,2.602435,11.293324,13.388391,3.378138,17.252516,9.53916,2.891643,2.09538,5.375876,5.37059,NA,3.570201,13.942487,30.200712,7.761195,32.943535
2013-05-06,10.795475,39.140087,6.384064,15.383544,NA,19.898001,19.101002,2.77247,1.022927,3.840527,24.775976,2.503401,5.606038,2.194405,NA,4.873209,14.119788,11.875242,10.459215,2.61476,11.227766,13.357014,3.366088,17.152403,9.623911,2.842765,2.09242,5.42142,5.524036,NA,3.548431,13.900003,30.225266,7.72018,33.106556
2013-05-07,10.719293,38.751129,6.395763,16.683889,NA,19.831303,19.083277,2.740539,1.045847,3.891769,23.079771,2.501675,5.700618,2.225675,NA,4.947672,13.961102,11.335769,10.512286,2.641172,11.037992,12.617449,3.39742,16.943838,9.534451,2.897753,2.072443,5.356971,5.639121,NA,3.526661,13.988834,30.626299,7.713332,32.805595
2013-05-08,11.118982,38.12574,6.325565,16.912222,NA,19.960249,18.787472,3.017256,1.042578,3.898695,22.488964,2.491323,5.691538,2.224112,NA,5.162788,14.150836,12.073278,10.593937,2.693995,11.345083,12.917756,3.41429,17.310915,9.901705,2.906481,2.113877,5.430872,5.667891,NA,3.563653,14.058355,31.076452,7.64154,33.002056
2013-05-09,11.099958,37.904568,6.317767,16.861908,NA,20.698366,19.398743,2.857604,1.038649,3.868921,22.016312,2.469757,5.720291,2.224112,NA,5.164442,13.926604,12.001575,10.724572,2.6579,11.234668,12.94241,3.390189,17.018925,9.94408,2.897753,2.166409,5.327754,5.6583,NA,3.53537,14.135595,31.32608,7.590289,33.1609
2013-05-10,11.198921,39.048573,6.402782,17.426945,NA,20.66724,20.086327,2.884221,1.022276,3.808674,21.494112,2.435251,5.669596,2.203005,NA,5.181818,13.85071,12.069863,10.728658,2.605956,11.276072,12.745191,3.415896,17.185778,9.962914,2.846256,2.099819,5.448059,5.711048,NA,3.537111,13.961801,31.309704,7.600525,33.106556
2013-05-13,11.138009,37.126648,6.333365,17.260529,NA,20.809526,19.841349,2.905504,1.001315,3.725573,19.134676,2.380905,5.588634,2.150626,NA,5.079224,14.019746,12.032303,10.73682,2.697517,11.289874,12.673475,3.381352,17.244173,9.859329,2.793014,2.029529,5.464386,5.562398,NA,3.550626,13.954074,31.101006,7.518497,33.507851
2013-05-14,11.077096,36.649982,6.263168,17.384373,NA,20.947367,19.506756,2.958719,1.000665,3.697875,15.875683,2.390393,5.593174,2.149844,NA,5.080051,13.836911,12.042549,10.73682,2.72657,11.241568,12.922238,3.382958,17.411028,9.906413,2.793014,2.077622,5.454074,5.389771,NA,3.571072,14.081525,31.420193,7.566357,33.532936
2013-05-15,11.297886,37.542297,6.323226,17.415333,NA,21.094099,19.443066,3.309933,1.044538,3.7602,13.722079,2.496499,5.647653,2.213167,NA,5.14955,13.854158,12.343013,10.818469,2.766187,11.431342,13.108253,3.41429,17.602905,10.118289,2.784286,2.112397,5.512507,5.361,NA,3.611128,14.224428,31.305614,7.64154,33.741936
2013-05-16,10.932487,36.981739,6.235869,16.997362,NA,21.254179,19.468891,3.219465,1.034712,3.767121,17.724354,2.461994,5.629494,2.188151,NA,5.10239,13.88176,12.261067,10.818469,2.783795,11.379584,13.000678,3.404649,17.152403,10.122998,2.866331,2.077622,5.651717,5.389771,NA,3.602873,14.236013,31.301525,7.64154,33.624893
2013-05-17,10.902033,37.302059,6.270967,17.082506,NA,21.325319,19.917072,3.155605,1.028165,3.812138,16.43219,2.493049,5.604524,2.202222,NA,5.111491,13.557479,12.257654,10.814386,2.802284,11.317477,12.993956,3.431964,17.469423,10.047665,2.883787,2.059865,5.654294,5.308253,NA,3.647247,14.286223,31.109188,7.658623,33.390797
2013-05-20,10.970538,37.260113,6.277987,17.144428,NA,21.414249,20.126245,3.107714,1.01507,3.784434,8.919352,2.44129,5.538695,2.16548,NA,5.088325,13.619577,12.305456,10.781727,2.804044,11.345083,12.908792,3.418306,17.027262,9.981748,2.923937,2.046547,5.748819,5.418542,NA,3.633768,14.15877,31.375177,7.58683,33.449329
2013-05-21,10.852551,36.878777,6.310746,16.989624,NA,21.325319,20.504572,3.059823,1.005903,3.769197,7.051624,2.425763,5.468327,2.154535,NA,5.053574,13.419495,12.158637,10.777645,2.754742,11.224317,12.855007,3.405453,16.985552,9.845204,2.866331,2.034708,5.746241,5.389771,NA,3.58894,14.135595,31.125557,7.521885,33.282127
2013-05-22,10.875412,37.01606,6.331025,16.877392,NA,21.329765,20.405075,2.926788,1.001975,3.78651,5.336364,2.450779,5.456976,2.134209,NA,5.235597,13.350495,12.175708,10.798058,2.767948,11.210514,12.996197,3.377335,16.835386,9.934664,2.915209,2.099819,5.47126,5.437723,NA,3.552785,14.066078,31.264694,7.528732,33.048031
2013-05-23,10.601304,36.055099,6.308407,16.563915,NA,20.987391,19.827456,2.708609,0.973816,3.72765,2.591949,2.389532,5.43125,2.151408,NA,5.094944,13.3022,12.069863,10.510942,2.842782,11.058695,12.763124,3.359662,16.526709,9.802829,2.844511,2.036188,5.2951,5.332229,NA,3.537111,13.934765,30.843193,7.426162,32.454453
2013-05-24,10.567093,35.910194,6.285787,16.405243,NA,21.120779,19.767679,2.740539,0.950896,3.674331,2.477597,2.357613,5.379042,2.12092,NA,5.045301,13.498837,12.073278,10.452686,2.856868,11.037992,12.639861,3.363678,16.309799,9.920538,2.775558,2.000673,5.260728,5.298663,NA,3.54669,13.691447,30.593567,7.333828,32.483715
2013-05-27,10.65838,37.187656,6.341166,16.989624,NA,21.249731,20.026649,2.985326,0.94303,3.74704,2.287013,2.370553,5.44033,2.126392,NA,5.080878,13.43329,12.121078,10.456847,2.941385,11.11045,12.781049,3.41429,16.406576,9.892288,2.764212,2.035448,5.320021,5.524036,NA,3.597196,13.857521,31.080544,7.436399,32.876652
2013-05-28,10.833526,37.241051,6.341166,16.950924,NA,21.432035,20.066469,3.033216,0.957443,3.86338,2.172662,2.494774,5.54626,2.15219,NA,5.198365,13.598876,12.264481,10.598324,3.090171,11.320929,13.182208,3.468918,16.453293,10.024122,2.880296,2.062084,5.362127,5.687072,NA,3.623318,14.13946,31.575705,7.549275,33.31139
2013-05-29,10.62033,37.138084,6.260048,16.966404,NA,20.987391,19.937033,3.134321,0.961371,3.8703,2.344188,2.474934,5.516751,2.196751,NA,5.061021,13.419495,12.025476,10.527585,3.125387,11.227766,12.931204,3.417504,16.233046,9.925246,2.786032,2.070963,5.241823,5.571988,NA,3.645541,14.008144,31.129648,7.453482,32.847385
2013-05-30,10.578444,37.378326,6.268627,16.997362,NA,20.831758,20.066469,3.043863,0.957443,3.8661469999999998,2.591949,2.476659,5.538695,2.171734,NA,5.001451,13.453991,12.097178,10.519264,3.144756,11.248468,12.832596,3.39742,16.401571,9.840495,2.848875,2.110178,5.284789,5.476084,NA,3.637704,13.961801,30.646767,7.3783,32.529701
2013-05-31,10.563253,36.672859,6.131353,16.757418,NA,20.902901,19.72385,2.969356,0.952855,3.836371,3.354286,2.473208,5.483459,2.173297,NA,5.021307,13.322898,11.820611,10.386108,3.131549,11.034542,12.66451,3.352431,15.987777,9.581535,2.845383,2.063565,5.144721,5.456903,NA,3.570201,13.618064,30.560831,7.248341,31.785641
2013-06-03,10.55566,36.379234,6.114974,16.83869,NA,20.702812,19.705946,3.426998,0.940411,3.807287,3.049351,2.434389,5.434278,2.139682,NA,4.980767,13.233206,11.636236,10.386108,3.08753,11.003487,12.653305,3.333954,16.221369,9.694537,2.810471,2.056165,5.039884,5.466494,NA,3.581069,13.641235,30.560831,7.169702,31.484669
2013-06-04,10.650786,36.455502,6.101714,16.858044,NA,20.747274,19.558605,3.36847,0.948268,3.865457,2.645312,2.475796,5.506916,2.145936,NA,5.001451,13.316001,11.755739,10.43188,3.142995,11.069047,13.097045,3.366891,16.338165,9.920538,2.833164,2.09094,5.089724,5.485675,NA,3.659021,13.652823,30.544462,7.207326,31.658417
2013-06-05,10.471886,35.845367,5.999537,16.745808,NA,20.894012,19.128326,3.299286,0.933213,3.821137,2.637688,2.475796,5.428224,2.15219,NA,4.924505,13.040021,11.479174,10.298725,3.066401,11.124253,12.88573,3.346004,16.536718,10.212458,2.784286,2.062084,5.067382,5.437723,NA,3.674695,13.394058,30.433973,7.111603,31.343279
2013-06-06,10.35006,36.169498,6.036976,16.796122,NA,21.094099,18.775827,3.874003,0.920768,3.762966,2.68724,2.462856,5.327589,2.106847,NA,4.883964,12.936527,11.424542,10.252952,3.069042,10.975883,12.688047,3.351628,16.433271,9.972331,2.738899,2.028049,5.224637,5.437723,NA,3.657731,13.266604,30.03702,7.063742,31.109062
2013-06-07,10.51753,34.892029,6.086114,16.323971,NA,20.947367,18.889317,3.661147,0.91749,3.78582,2.630065,2.46717,5.340451,2.123265,NA,4.864935,12.950328,11.407472,10.227986,3.116583,11.10355,12.815292,3.390189,16.693562,9.88758,2.771194,2.070963,5.25815,5.476084,NA,3.66031,13.421092,30.032934,7.135534,30.896128
2013-06-10,10.536635,34.487816,6.114974,16.238829,NA,21.067421,18.716049,3.341863,0.916181,3.74773,2.668182,2.458543,5.253438,2.087304,NA,4.918714,13.146964,11.513318,10.186377,3.235436,11.165658,12.763029,3.388582,16.685219,10.235998,2.744136,2.056905,5.334629,5.432928,NA,3.705172,13.459714,29.926533,7.056896,30.721525
2013-06-11,10.353897,34.095043,6.032297,15.952443,NA,21.423143,18.218168,3.091753,0.903736,3.668791,2.576702,2.401608,5.147506,2.048215,NA,4.900511,13.095215,11.3904,10.061543,3.257446,11.04489,12.64033,3.305835,16.32482,10.033539,2.627179,1.974777,5.250416,5.327434,NA,3.620707,13.374746,29.926533,6.981714,30.908911
2013-06-12,10.468046,33.927254,6.0642759999999996,16.188519,NA,21.547644,17.859602,2.958719,0.914221,3.657709,2.668182,2.409372,5.107403,2.051343,NA,4.91044,13.19181,11.520147,10.211343,3.345484,11.04489,12.599433,3.314673,16.90213,9.934664,2.609723,1.996234,5.241823,5.34182,NA,3.659021,13.409507,30.041119,6.974864,31.781921
2013-06-13,10.449021,33.599316,6.114974,16.176908,NA,21.525414,18.128551,3.107714,0.908983,3.638318,2.668182,2.404197,5.077894,2.040397,NA,4.903821,13.143513,11.60892,10.136444,3.319073,10.937929,12.360849,3.333954,16.600122,9.868746,2.680421,1.988095,5.210888,5.313048,NA,3.610257,13.328402,29.791489,6.913302,31.909681
2013-06-14,10.528961,33.134083,6.138372,16.401373,NA,21.556538,18.375488,3.107714,0.908324,3.66256,2.668182,2.403333,5.103619,2.018508,NA,4.97332,13.164211,11.632822,10.173892,3.417676,10.899973,12.299499,3.337971,16.293114,9.812246,2.695259,1.988095,5.390484,5.293868,NA,3.630285,13.428818,30.110687,6.858601,32.067245
2013-06-17,10.62033,33.41246,6.170351,16.556175,NA,21.672142,18.180307,3.214142,0.906355,3.670178,2.66437,2.378317,5.148262,2.013036,NA,5.096599,13.233206,11.83427,10.207182,3.530367,10.975883,12.40175,3.399026,16.30146,9.802829,2.676057,2.02731,5.460948,5.241121,NA,3.662504,13.502198,29.717827,7.022727,32.118355
2013-06-18,10.582281,34.091232,6.222335,16.74194,NA,21.903364,18.174337,3.283326,0.906355,3.685407,2.649123,2.424038,5.178528,2.0560330000000002,NA,5.120592,13.28495,11.987918,10.257114,3.624568,11.138053,12.479003,3.41911,16.304792,9.94408,2.705733,2.048767,5.582111,5.418542,NA,3.723876,13.579443,29.938814,7.053506,32.314236
2013-06-19,10.536635,33.355255,6.196755,16.540695,NA,21.823328,17.975145,3.001286,0.886054,3.635552,2.68724,2.325695,5.096054,2.009127,NA,5.179336,13.312551,11.844512,10.178052,3.310269,11.065594,12.288137,3.390189,16.323149,9.88758,2.705733,2.050986,5.548598,5.365795,NA,3.721717,13.48675,29.517309,6.944088,32.369614
2013-06-20,10.190183,32.970108,5.926937,15.805383,NA,21.5432,17.497122,2.990649,0.860514,3.483897,2.591949,2.269624,4.885705,1.971602,NA,4.907131,13.105566,11.564533,9.936709,3.276814,10.772306,11.997294,3.301016,15.901011,9.623911,2.703114,1.962199,5.398218,5.452109,NA,3.631156,12.666086,29.279957,6.706107,31.70952
2013-06-21,10.060764,32.093044,5.804817,15.580917,NA,21.040747,17.403494,3.043863,0.852007,3.433346,2.553831,2.355026,4.799446,1.904371,NA,4.755722,12.974478,11.257237,9.770266,3.365734,10.558379,11.938216,3.236747,15.470533,9.492077,2.662092,1.859353,5.412827,5.308253,NA,3.552785,12.49576,29.079437,6.701321,31.713787
2013-06-24,9.912318,30.621098,5.693424,15.313881,NA,20.689472,16.770208,3.017256,0.834974,3.354398,2.229838,2.329145,4.745723,1.834795,NA,4.57701,12.605353,11.062619,9.624626,3.292661,10.365154,11.676911,3.176495,15.308686,9.288674,2.600995,1.830498,5.202294,5.097266,NA,3.4578700000000002,12.197689,28.408316,6.573451,31.087765
2013-06-25,9.817113,30.57152,5.79244,15.356454,NA,21.022957,17.158516,3.043863,0.836284,3.372409,2.111676,2.242881,4.814578,1.860592,NA,4.680431,12.515659,11.03189,9.662077,3.349886,10.365154,11.63374,3.155607,15.719141,9.304683,2.632416,1.870452,5.18253,5.471289,NA,3.453516,12.251884,28.596552,6.615847,31.441235
2013-06-26,9.973232,31.109203,5.88898,15.484164,NA,21.347551,17.14658,3.203505,0.84611,3.498436,2.226026,2.406784,4.988608,1.909844,NA,4.788817,12.870981,11.24358,9.940869,3.533008,10.686047,12.269962,3.256831,16.017809,9.402617,2.707478,1.922244,5.492743,5.514446,NA,3.578491,12.480278,29.382265,6.801844,32.007622
2013-06-27,10.262527,31.574432,5.85845,15.755071,NA,21.716608,17.427465,3.139644,0.841522,3.438196,2.248896,2.436977,4.946237,1.883264,NA,4.845078,13.109016,11.301624,10.252952,3.78568,10.713649,12.906179,3.283342,16.061192,9.56741,2.683912,1.914845,5.843344,5.691867,NA,3.659021,12.697056,29.419092,6.810047,32.620865
2013-06-28,10.201615,30.926159,5.901358,15.751201,NA,21.836666,17.009218,3.011932,0.834974,3.394565,2.264143,2.362789,4.876625,1.84574,NA,4.807019,13.098665,11.206022,10.219665000000001,3.680033,10.689497,12.815292,3.258438,15.824262,9.361183,2.693514,1.902678,5.748819,5.591169,NA,3.679049,12.549955,28.8871,6.732092,32.782688
2013-07-01,10.369085,31.372519,5.97562,16.331713,NA,21.383121,17.31192,3.07047,0.877546,3.497056,2.287013,2.435251,4.950776,1.92157,NA,4.889756,13.419495,11.308455,10.332014,3.845546,10.709468,13.328813,3.305064,16.283104,9.477951,2.754611,1.999257,5.892325,5.615144,NA,4.24858,12.805446,29.329063,6.838087,33.144672
2013-07-02,10.380516,31.715256,5.877429,16.111118,NA,21.351997,17.216335,3.0545,0.999356,3.503977,2.245085,2.39902,4.924293,2.034926,NA,4.829358,13.43329,11.277724,10.356981,3.80857,10.80932,13.387889,3.249306,16.044506,9.553286,2.716207,1.981005,5.994583,5.629529,NA,4.296798,12.724154,29.460012,6.751243,33.140411
2013-07-03,10.277715,30.687042,5.947566,16.006622,NA,21.516518,16.903654,3.001286,0.982983,3.425727,2.157416,2.389532,4.868301,2.039616,NA,4.706907,13.089878,11.137733,10.336176,3.839384,10.463393,13.247012,3.130439,16.011135,9.605077,2.707478,1.956671,6.041846,5.538422,NA,4.200404,12.573181,29.173561,6.64525,32.880642
2013-07-04,10.445267,31.687357,6.056483,15.942817,NA,21.952272,17.783976,3.059823,1.008522,3.563534,2.306072,2.532731,5.056708,2.096685,NA,4.845905,13.300834,11.407472,10.54423,4.012821,10.652409,13.431063,3.215926,16.484999,9.783996,2.775558,1.994694,6.245503,5.711048,NA,4.298332,13.04932,29.476385,6.885949,33.557762
2013-07-05,10.456617,31.145357,5.899708,15.664701,NA,22.032309,17.222303,3.006609,0.998696,3.469357,2.248896,2.480109,4.933372,2.077141,NA,4.751585,13.325862,11.332355,10.477653,3.970562,10.613179,13.446968,3.162191,16.166309,9.623911,2.743264,2.019029,6.237769,5.802156,NA,4.250155,12.867383,29.173561,6.738933,33.459805
2013-07-08,10.692673,31.527948,5.921162,16.004169,NA,22.07233,17.53694,3.02257,1.002625,3.56561,2.271766,2.541254,5.009039,2.134209,NA,4.879827,13.497485,12.10742,10.573358,4.032189,10.841419,13.740084,3.215926,16.468309,9.802829,2.775558,2.060094,6.288469,5.979577,NA,4.338755,13.15384,29.566414,6.868857,33.676994
2013-07-09,10.734562,32.488407,6.037505,16.18004,NA,22.476959,17.973188,3.07047,1.003935,3.5663,2.367059,2.519547,4.983312,2.102939,NA,4.89472,13.447429,11.458688,10.635775,4.005778,10.94484,13.837789,3.227324,16.251406,10.085135,2.793014,2.066938,6.413069,6.051505,NA,4.354302,12.848025,29.742382,6.909885,33.694035
2013-07-10,10.719293,33.393085,6.010275,16.310919,NA,22.739302,18.092646,3.033216,0.98953,3.528218,2.32513,2.51868,4.932604,2.053688,NA,4.881483,13.39022,11.451859,10.664902,4.050677,10.998331,13.801434,3.233023,16.451622,10.22142,2.754611,2.081387,6.519625,5.974782,NA,4.31077,13.014482,29.955175,6.896206,33.979355
2013-07-11,10.551824,33.066288,6.031729,16.396812,NA,22.761532,18.809679,3.134321,0.995427,3.541377,2.267955,2.524756,4.948738,2.037271,NA,4.835977,13.425972,11.448442,10.694031,4.14664,11.119586,13.951398,3.260705,16.656853,10.236023,2.720571,2.06922,6.602979,6.06589,NA,4.297295,13.068676,29.87883,6.933851,33.689766
2013-07-12,10.353897,30.248653,5.878254,16.14323,NA,22.561441,18.546795,3.07047,0.9653,3.483897,2.214591,2.439672,4.855772,1.984111,NA,4.75655,12.614338,10.926044,10.515102,4.143119,10.224456,14.019566,3.151607,16.268085,10.051064,2.731917,2.047927,6.566027,6.013144,NA,3.973391,12.789962,29.753569,6.762178,32.812511
2013-07-15,10.407136,27.797674,5.930238,16.14323,NA,22.650372,18.385464,3.07047,0.977085,3.513543,2.283201,2.471796,4.88804,2.001309,NA,4.771442,12.91468,11.083103,10.594162,4.30511,9.956986,14.149081,3.1353240000000002,16.545065,10.046196,2.772067,2.059333,6.596963,5.965192,NA,4.139749,12.890608,29.452936,6.790218,33.059502
2013-07-16,10.422403,28.224106,6.00945,16.11051,NA,22.832676,18.664293,3.097077,0.971848,3.477835,2.237461,2.458773,4.79738,1.977857,NA,4.89841,12.99334,11.103591,10.531748,4.218832,10.121034,13.960488,3.138581,16.278095,10.0754,2.740645,2.034238,6.569465,5.960397,NA,4.307163,12.708671,29.34856,6.718418,33.217064
